Case ID,Variant,Priority,Issue Type,Report Channel,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,Resolution_Time_Hours,Predicted_Duration_Hours,Absolute_Error_Hours
INC20446,Variant 3,High,Service Request,Website,8,5,1.0,0,40,5,0,4.633333333333334,5.627022089947093,0.9936887566137589
INC20447,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,0,0,22.883333333333333,27.27121873547467,4.387885402141336
INC20448,Variant 3,Low,Service Request,Email,8,3,1.0,0,24,11,0,30.833333333333332,29.258216466249802,1.5751168670835298
INC2045,Variant 8,Medium,Incident,Website,10,3,0.0,0,30,21,0,16.25,18.70078257375339,2.45078257375339
INC20450,Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,11,0,32.38333333333333,27.116563311851564,5.2667700214817685
INC20451,Variant 2,Medium,Performance Issue,App,4,2,0.0,1,8,17,0,3.316666666666667,5.273934391534394,1.957267724867727
INC20452,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,14,0,14.283333333333333,13.540435668870893,0.7428976644624399
INC20453,Variant 3,Medium,Feature Request,Email,8,3,1.0,0,24,20,0,12.766666666666667,12.501698436748436,0.26496822991823166
INC20454,Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,9,0,6.216666666666667,6.6310552415177355,0.4143885748510687
INC20455,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,11,0,11.316666666666666,13.97600569100917,2.659339024342504
INC20456,Variant 1,Medium,Incident,Email,6,3,0.0,0,18,2,0,9.116666666666667,8.472710116118451,0.6439565505482161
INC20457,Variant 3,High,Service Request,Website,8,4,1.0,0,32,16,0,4.15,6.77038537558121,2.6203853755812094
INC20458,Variant 1,Low,Bug,Email,6,3,0.0,0,18,17,0,17.8,18.416407888662057,0.6164078886620565
INC20459,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,9,0,16.783333333333335,13.685535406433564,3.097797926899771
INC2046,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,6,0,11.616666666666667,13.048206096897134,1.4315394302304671
INC20460,Variant 1,Medium,Service Request,Email,6,2,0.0,0,12,13,0,11.05,9.798145941558452,1.2518540584415483
INC20461,Variant 3,Medium,Feature Request,Email,8,4,1.0,0,32,8,1,14.2,14.376016444203945,0.17601644420394535
INC20462,Variant 1,Low,Bug,Email,6,3,0.0,0,18,13,0,21.733333333333334,20.6052738276384,1.1280595056949352
INC20463,Variant 3,Low,Incident,Email,8,5,1.0,0,40,4,0,32.3,28.22311806912223,4.076881930877768
INC20464,Variant 3,Medium,Performance Issue,Email,8,6,1.0,0,48,3,0,13.1,13.618345342312004,0.5183453423120046
INC20466,Variant 10,Medium,Technical Issue,Email,6,3,1.0,1,18,20,1,9.25,9.032613095238085,0.21738690476191458
INC20467,Variant 1,High,Incident,Email,6,3,0.0,0,18,8,0,5.333333333333333,4.728624041853211,0.6047092914801224
INC20468,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,2,1,12.95,12.42023078603495,0.5297692139650501
INC20469,Variant 3,Low,Feature Request,Email,8,3,1.0,0,24,0,0,24.05,25.08930147707231,1.0393014770723106
INC2047,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,0,1,14.483333333333333,13.129731370855811,1.353601962477521
INC20470,Variant 1,Low,Bug,Email,6,3,0.0,0,18,6,0,21.016666666666666,19.434144427087062,1.5825222395796033
INC20471,Variant 3,Low,Service Request,Website,8,4,1.0,0,32,7,0,29.983333333333334,27.96325847455016,2.0200748587831754
INC20472,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,15,0,31.783333333333335,28.018620486920494,3.7647128464128414
INC20473,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,14,0,10.483333333333333,9.258620173291956,1.224713160041377
INC20474,Variant 11,Low,Service Request,App,6,2,0.0,0,12,3,0,23.5,20.628911816578483,2.8710881834215165
INC20475,Variant 3,Medium,Technical Issue,Website,8,3,1.0,0,24,6,0,13.233333333333333,14.522275691089646,1.288942357756314
INC20476,Variant 1,Medium,Technical Issue,Website,6,3,0.0,0,18,16,0,9.416666666666666,8.59640596019072,0.8202607064759455
INC20477,Variant 6,Medium,Bug,Website,10,8,2.0,0,80,13,1,15.666666666666666,14.880449382716064,0.7862172839506023
INC20478,Variant 5,Low,Performance Issue,App,12,6,1.0,1,72,23,1,36.43333333333333,35.55637043650792,0.8769628968254111
INC20479,Variant 3,High,Performance Issue,Email,8,6,1.0,0,48,22,0,7.866666666666666,7.1735207126207134,0.6931459540459528
INC2048,Variant 3,High,Service Request,Email,8,5,1.0,0,40,4,0,6.25,6.278562447891618,0.028562447891617992
INC20480,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,20,1,12.883333333333333,12.759476222948589,0.12385711038474412
INC20481,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,15,0,13.25,13.10808321134289,0.14191678865710955
INC20482,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,17,0,11.1,12.808647517778152,1.708647517778152
INC20483,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,12,1,8.4,8.924793941674707,0.5247939416747069
INC20484,Variant 4,Low,Technical Issue,Website,7,4,1.0,0,28,22,0,24.05,24.237882208994684,0.187882208994683
INC20485,Variant 4,Medium,Technical Issue,Website,7,6,1.0,0,42,19,1,13.55,13.503879012345681,0.04612098765431938
INC20487,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,21,1,8.616666666666667,9.598110666185681,0.9814439995190138
INC20488,Variant 1,Medium,Incident,Website,6,3,0.0,0,18,10,1,11.783333333333333,9.220688782380604,2.5626445509527294
INC20489,Variant 1,Medium,Incident,Email,6,3,0.0,0,18,20,0,11.05,8.819420889141714,2.2305791108582866
INC2049,Variant 3,Low,Performance Issue,App,8,5,1.0,0,40,1,1,24.833333333333332,28.561676728055875,3.7283433947225433
INC20490,Variant 1,High,Feature Request,Website,6,3,0.0,0,18,17,1,5.533333333333333,5.346657355299021,0.18667597803431235
INC20491,Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,2,0,14.7,14.007510996565161,0.6924890034348383
INC20492,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,14,0,14.483333333333333,12.987385827948469,1.4959475053848639
INC20493,Variant 1,Low,Bug,Email,6,2,0.0,0,12,4,0,18.566666666666666,17.755436938347614,0.8112297283190522
INC20494,Variant 7,Medium,Bug,Website,15,8,3.0,0,120,12,1,19.15,19.778356485027306,0.6283564850273073
INC20495,Variant 8,Low,Performance Issue,Website,10,3,0.0,0,30,4,0,36.31666666666667,34.4304693121693,1.8861973544973694
INC20496,Variant 13,Medium,Feature Request,Email,11,4,1.0,0,44,12,0,15.25,18.186810537918863,2.9368105379188627
INC20497,Variant 4,Medium,Service Request,Website,7,5,1.0,0,35,13,0,14.533333333333333,12.026051851851847,2.5072814814814866
INC20498,Variant 5,Medium,Bug,Website,12,5,1.0,1,60,15,0,18.75,19.33850876022127,0.58850876022127
INC20499,Variant 2,Low,Bug,Email,4,3,0.0,1,12,22,1,10.333333333333334,11.176343011463839,0.843009678130505
INC2050,Variant 1,High,Service Request,Website,6,3,0.0,0,18,22,1,4.233333333333333,4.432146008621006,0.1988126752876722
INC20500,Variant 2,Low,Performance Issue,Website,4,2,0.0,1,8,21,0,9.4,9.647400639329822,0.24740063932982181
INC20501,Variant 1,Medium,Maintenance,Website,6,2,0.0,0,12,23,0,8.616666666666667,8.523392632675968,0.09327403399069922
INC20502,Variant 1,Low,Feature Request,Email,6,3,0.0,0,18,16,1,18.466666666666665,19.394357874841212,0.9276912081745472
INC20503,Variant 3,Medium,Feature Request,Website,8,3,1.0,0,24,1,0,13.516666666666667,14.009453532578528,0.49278686591186016
INC20504,Variant 1,Low,Bug,Email,6,3,0.0,0,18,17,0,12.816666666666666,18.416407888662057,5.599741221995391
INC20505,Variant 13,High,Performance Issue,Website,11,5,1.0,0,55,12,0,10.05,9.588156812169307,0.4618431878306932
INC20506,Variant 2,Medium,Bug,Website,4,2,0.0,1,8,5,0,4.133333333333334,3.860093011463846,0.2732403218694879
INC20507,Variant 4,Low,Performance Issue,Email,7,5,1.0,0,35,11,1,30.45,26.143428258778254,4.306571741221745
INC20508,Variant 10,Medium,Bug,Website,6,3,1.0,1,18,5,1,7.55,8.04327872671991,0.49327872671991013
INC20509,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,5,1,29.366666666666667,26.438079828581916,2.928586838084751
INC2051,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,14,0,13.016666666666667,12.987385827948469,0.029280838718198865
INC20510,Variant 1,Medium,Incident,Email,6,3,0.0,0,18,11,0,9.216666666666667,9.69643432300724,0.4797676563405737
INC20511,Variant 10,High,Performance Issue,Email,6,4,1.0,1,24,16,0,4.4,4.584722572951737,0.18472257295173655
INC20512,Variant 3,High,Feature Request,Email,8,4,1.0,0,32,19,0,6.816666666666666,6.62955053045557,0.18711613621109624
INC20513,Variant 3,Medium,Service Request,Website,8,5,1.0,0,40,12,1,12.75,12.711423982344812,0.038576017655188366
INC20514,Variant 1,High,Feature Request,App,6,2,0.0,0,12,23,0,5.083333333333333,4.886344380927713,0.1969889524056203
INC20515,Variant 1,Medium,Performance Issue,Email,6,2,0.0,0,12,18,1,7.433333333333334,8.25125687830688,0.8179235449735458
INC20516,Variant 8,Medium,Bug,Website,10,3,0.0,0,30,15,1,16.233333333333334,16.974697608872603,0.7413642755392686
INC20517,Variant 3,Medium,Performance Issue,App,8,5,1.0,0,40,18,1,15.066666666666666,14.317425723504906,0.7492409431617606
INC20518,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,12,1,9.983333333333333,9.008159824434825,0.9751735088985072
INC20519,Variant 3,Medium,Performance Issue,Website,8,6,1.0,0,48,22,0,14.433333333333334,14.017814552883307,0.4155187804500269
INC2052,Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,6,1,27.916666666666668,28.9224059545393,1.0057392878726326
INC20520,Variant 1,High,Incident,Website,6,2,0.0,0,12,7,0,4.116666666666666,4.57283295855379,0.4561662918871239
INC20522,Variant 5,Low,Bug,Website,12,6,1.0,1,72,8,1,35.28333333333333,35.302458156966495,0.019124823633163146
INC20523,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,12,0,6.083333333333333,7.0920175763177316,1.0086842429843985
INC20524,Variant 4,Low,Bug,Website,7,5,1.0,0,35,2,0,30.116666666666667,26.64469431216932,3.471972354497346
INC20525,Variant 1,Medium,Technical Issue,Email,6,3,0.0,0,18,11,0,9.9,8.988782292083943,0.911217707916057
INC20526,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,11,1,10.583333333333334,9.309500399700154,1.2738329336331802
INC20527,Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,16,0,23.983333333333334,19.534413778813754,4.4489195545195805
INC20528,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,7,0,9.483333333333333,8.924469770507264,0.558863562826069
INC20529,Variant 3,Low,Maintenance,Phone,8,4,1.0,0,32,20,0,32.2,29.045899735449755,3.154100264550248
INC2053,Variant 6,Low,Performance Issue,Email,10,8,2.0,0,80,14,0,31.433333333333334,30.994042857142848,0.4392904761904859
INC20530,Variant 1,Medium,Incident,App,6,2,0.0,0,12,0,0,8.683333333333334,9.230524096119932,0.5471907627865988
INC20531,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,0,0,14.183333333333334,13.49410058760546,0.6892327457278729
INC20532,Variant 9,High,Feature Request,Email,10,5,1.0,0,50,4,0,10.383333333333333,10.002339462081126,0.3809938712522065
INC20533,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,11,0,26.45,26.933641897146074,0.4836418971460752
INC20534,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,16,0,8.633333333333333,9.13256141358953,0.4992280802561968
INC20535,Variant 1,High,Bug,Website,6,3,0.0,0,18,17,0,4.233333333333333,4.5778258068365885,0.34449247350325507
INC20536,Variant 7,Medium,Bug,Website,15,7,3.0,0,105,22,0,15.316666666666666,19.74944389329806,4.432777226631394
INC20537,Variant 2,Medium,Incident,Website,4,2,0.0,1,8,15,0,5.55,5.262766436187271,0.2872335638127286
INC20538,Variant 3,Medium,Feature Request,Email,8,4,1.0,0,32,11,1,12.75,13.8311704970955,1.0811704970954992
INC20539,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,7,0,12.0,9.142418824916005,2.857581175083995
INC2054,Variant 3,Medium,Maintenance,Website,8,4,1.0,0,32,23,0,16.716666666666665,12.639377394966054,4.077289271700611
INC20540,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,9,0,13.5,13.685535406433564,0.18553540643356392
INC20541,Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,15,0,14.183333333333334,13.674337690697202,0.5089956426361315
INC20542,Variant 4,Low,Maintenance,Website,7,6,1.0,0,42,13,0,27.4,25.47993062169312,1.9200693783068772
INC20543,Variant 1,Medium,Performance Issue,Email,6,2,0.0,0,12,11,0,9.3,10.31175996133496,1.0117599613349597
INC20544,Variant 3,High,Incident,Email,8,4,1.0,0,32,21,0,7.65,7.135779488104489,0.5142205118955117
INC20545,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,13,0,8.883333333333333,9.030455248974073,0.1471219156407404
INC20546,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,13,0,6.35,9.030455248974073,2.6804552489740736
INC20547,Variant 1,Low,Bug,Email,6,3,0.0,0,18,8,0,19.916666666666668,19.01251105134617,0.9041556153204979
INC20548,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,7,0,10.65,9.826439725878716,0.8235602741212844
INC20549,Variant 1,Medium,Bug,Website,6,2,0.0,0,12,14,0,9.016666666666667,8.253732523921963,0.7629341427447045
INC2055,Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,12,0,5.616666666666666,6.158897337693169,0.5422306710265028
INC20550,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,21,1,12.533333333333333,13.087926627076621,0.554593293743288
INC20551,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,6,0,23.916666666666668,26.262129344836033,2.3454626781693655
INC20552,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,11,0,8.616666666666667,8.45254877727956,0.16411788938710714
INC20553,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,18,0,6.283333333333333,6.319573966442961,0.036240633109628106
INC20554,Variant 3,Low,Incident,Email,8,5,1.0,0,40,22,0,28.45,29.173334554874163,0.7233345548741639
INC20555,Variant 11,Low,Service Request,Website,6,3,0.0,0,18,3,0,13.4,16.995566991341992,3.5955669913419914
INC20556,Variant 11,Low,Service Request,Phone,6,3,0.0,0,18,20,0,19.283333333333335,19.17516260221261,0.10817073112072606
INC20557,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,11,0,15.383333333333333,13.132697464957886,2.250635868375447
INC20558,Variant 1,High,Feature Request,Email,6,3,0.0,0,18,23,0,5.866666666666666,4.8000153499278495,1.0666513167388167
INC20559,Variant 1,High,Bug,Website,6,3,0.0,0,18,19,0,3.75,4.390170417082921,0.6401704170829214
INC20560,Variant 10,Low,Feature Request,Email,6,4,1.0,1,24,16,0,14.8,19.95288461099086,5.15288461099086
INC20561,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,0,1,11.0,9.062969197237956,1.9370308027620435
INC20562,Variant 1,High,Bug,Website,6,3,0.0,0,18,7,0,2.9,4.362374690696015,1.4623746906960151
INC20563,Variant 3,High,Performance Issue,App,8,5,1.0,0,40,11,0,4.6,6.400545568783067,1.8005455687830674
INC20564,Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,0,0,7.366666666666666,8.776132599036766,1.4094659323700993
INC20565,Variant 3,Low,Incident,Website,8,5,1.0,0,40,5,0,27.2,26.333411700336676,0.8665882996633236
INC20566,Variant 1,Low,Bug,Email,6,2,0.0,0,12,3,0,18.85,18.86445719282533,0.014457192825329201
INC20567,Variant 4,Medium,Feature Request,Email,7,5,1.0,0,35,8,1,11.45,12.649561574074088,1.1995615740740888
INC20568,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,11,1,6.2,6.680307432382431,0.480307432382431
INC20569,Variant 10,Medium,Technical Issue,Email,6,3,1.0,1,18,2,0,7.05,8.748671677859187,1.6986716778591875
INC2057,Variant 3,Medium,Service Request,Website,8,5,1.0,0,40,0,0,15.016666666666667,12.885458217386292,2.1312084492803756
INC20570,Variant 3,High,Maintenance,Website,8,3,1.0,0,24,15,1,6.166666666666667,6.540241662658329,0.3735749959916621
INC20571,Variant 5,Medium,Feature Request,Website,12,4,1.0,1,48,10,0,17.75,18.14861395502645,0.39861395502644825
INC20572,Variant 2,Medium,Feature Request,Website,4,3,0.0,1,12,23,0,6.7,4.560579409171076,2.139420590828924
INC20573,Variant 6,High,Service Request,Website,10,5,2.0,0,50,18,1,7.983333333333333,7.840809986772483,0.14252334656084997
INC20574,Variant 3,Medium,Performance Issue,App,8,5,1.0,0,40,12,0,12.9,13.918333845783854,1.0183338457838538
INC20575,Variant 7,Medium,Bug,App,15,8,3.0,0,120,14,0,21.633333333333333,22.237399769212278,0.6040664358789449
INC20576,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,3,0,13.65,13.116521014496527,0.5334789855034732
INC20577,Variant 8,Medium,Service Request,Website,10,3,0.0,0,30,0,1,15.733333333333333,17.935613926968088,2.2022805936347556
INC20578,Variant 4,Medium,Feature Request,Website,7,5,1.0,0,35,8,1,10.8,12.200714925044114,1.400714925044113
INC20579,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,11,1,6.133333333333334,6.680307432382431,0.5469740990490974
INC2058,Variant 3,High,Service Request,Email,8,4,1.0,0,32,0,0,6.083333333333333,6.410842239858908,0.3275089065255754
INC20580,Variant 5,Medium,Feature Request,Website,12,4,1.0,1,48,11,0,16.283333333333335,17.820756569664898,1.5374232363315627
INC20581,Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,0,0,14.583333333333334,13.719993663435329,0.8633396698980054
INC20582,Variant 6,Medium,Maintenance,Email,10,6,2.0,0,60,9,0,16.283333333333335,15.353645855379192,0.9296874779541433
INC20583,Variant 1,Low,Performance Issue,Phone,6,2,0.0,0,12,16,1,19.133333333333333,18.97324407768158,0.16008925565175147
INC20585,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,13,0,12.116666666666667,9.346488835646921,2.770177831019746
INC20586,Variant 6,High,Incident,Website,10,4,2.0,0,40,12,0,8.25,7.632463249559087,0.6175367504409133
INC20587,Variant 1,Medium,Service Request,App,6,2,0.0,0,12,11,0,9.283333333333333,8.81714719000136,0.4661861433319725
INC20588,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,19,0,10.75,9.860964150571082,0.8890358494289181
INC20589,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,1,1,14.216666666666667,14.088163385842547,0.12850328082411977
INC20590,Variant 2,Low,Bug,Website,4,2,0.0,1,8,7,0,6.633333333333334,8.257716205707869,1.624382872374535
INC20591,Variant 3,High,Incident,Email,8,4,1.0,0,32,1,0,7.733333333333333,6.671397067901231,1.0619362654321023
INC20592,Variant 7,High,Bug,Website,15,8,3.0,0,120,5,0,10.333333333333334,10.527627954144618,0.19429462081128435
INC20593,Variant 7,Medium,Bug,Phone,15,8,3.0,0,120,9,0,21.95,22.33453653799904,0.38453653799903975
INC20594,Variant 2,Medium,Feature Request,Website,4,3,0.0,1,12,8,0,4.333333333333333,4.980568364197526,0.6472350308641932
INC20595,Variant 3,Medium,Incident,Website,8,3,1.0,0,24,21,1,12.666666666666666,13.04492746913581,0.3782608024691445
INC20596,Variant 1,Low,Bug,Website,6,3,0.0,0,18,0,1,20.55,18.794556987172992,1.7554430128270084
INC20597,Variant 1,High,Feature Request,Email,6,3,0.0,0,18,14,0,3.966666666666667,4.813136816578481,0.8464701499118146
INC20598,Variant 3,High,Service Request,Website,8,6,1.0,0,48,9,0,9.3,7.524936133156976,1.7750638668430243
INC20599,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,22,0,19.5,18.218777437069104,1.2812225629308962
INC2060,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,9,1,11.583333333333334,8.996584287780124,2.5867490455532103
INC20600,Variant 3,Medium,Feature Request,Email,8,3,1.0,0,24,7,0,12.033333333333333,12.047672659384903,0.014339326051569401
INC20601,Variant 3,High,Incident,Website,8,5,1.0,0,40,21,0,7.583333333333333,7.02532949581283,0.558003837520503
INC20602,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,13,1,8.45,9.49134298063049,1.0413429806304908
INC20603,Variant 2,Medium,Incident,Website,4,3,0.0,1,12,9,0,5.25,5.193258964183968,0.056741035816031626
INC20604,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,9,1,9.416666666666666,9.218899811145638,0.1977668555210279
INC20605,Variant 3,High,Incident,Email,8,5,1.0,0,40,8,0,5.333333333333333,6.576164359868521,1.242831026535188
INC20606,Variant 1,Medium,Feature Request,Website,6,2,0.0,0,12,8,1,8.383333333333333,8.740847490164162,0.3575141568308293
INC20607,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,20,0,10.733333333333333,13.215174937947852,2.4818416046145195
INC20608,Variant 3,Low,Performance Issue,Email,8,3,1.0,0,24,7,1,27.683333333333334,27.91455058722141,0.2312172538880759
INC20609,Variant 1,Low,Bug,Website,6,3,0.0,0,18,15,0,22.633333333333333,18.96237519779626,3.6709581355370737
INC2061,Variant 1,High,Bug,Website,6,3,0.0,0,18,2,0,6.433333333333334,5.19652103032321,1.2368123030101232
INC20610,Variant 3,Low,Incident,Phone,8,3,1.0,0,24,4,0,26.95,26.628829429212747,0.32117057078725253
INC20611,Variant 1,Medium,Feature Request,Website,6,2,0.0,0,12,6,0,10.333333333333334,9.786569639484556,0.5467636938487779
INC20613,Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,5,1,27.283333333333335,27.627992566538413,0.3446592332050784
INC20614,Variant 11,Medium,Service Request,Website,6,3,0.0,0,18,5,0,9.8,8.740369183641103,1.0596308163588972
INC20615,Variant 2,Low,Bug,App,4,2,0.0,1,8,7,0,11.283333333333333,10.579334038800695,0.7039992945326379
INC20616,Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,22,0,3.183333333333333,4.08421445236862,0.900881119035287
INC20617,Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,22,0,30.0,29.03697368391436,0.9630263160856387
INC20618,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,3,1,33.333333333333336,28.83736762805095,4.495965705282387
INC20619,Variant 1,High,Maintenance,Email,6,3,0.0,0,18,17,0,5.083333333333333,5.0633223028514704,0.02001103048186259
INC2062,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,4,1,9.05,8.908165520282187,0.14183447971781327
INC20620,Variant 7,Medium,Bug,Email,15,7,3.0,0,105,0,1,19.316666666666666,20.915966955266946,1.5993002886002792
INC20621,Variant 3,Low,Incident,Website,8,4,1.0,0,32,2,0,24.55,27.231436926807756,2.6814369268077556
INC20622,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,12,0,11.766666666666667,13.448219797916517,1.6815531312498493
INC20623,Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,10,0,10.666666666666666,9.772703215516326,0.8939634511503396
INC20624,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,7,0,13.883333333333333,13.12185002824124,0.7614833050920922
INC20625,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,12,0,18.516666666666666,19.654187300471854,1.1375206338051882
INC20627,Variant 4,Medium,Bug,App,7,4,1.0,0,28,20,0,10.566666666666666,12.14308681457432,1.576420147907653
INC20628,Variant 3,Low,Performance Issue,Website,8,6,1.0,0,48,21,0,29.05,28.271760988856798,0.7782390111432029
INC20629,Variant 4,Low,Performance Issue,Website,7,3,1.0,0,21,1,0,29.183333333333334,27.610908972663136,1.5724243606701975
INC2063,Variant 2,Medium,Bug,Website,4,2,0.0,1,8,5,0,3.4,3.860093011463846,0.46009301146384596
INC20630,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,13,0,7.6,9.030455248974073,1.4304552489740736
INC20631,Variant 6,High,Feature Request,Email,10,7,2.0,0,70,3,1,7.5,7.5876454365079375,0.08764543650793755
INC20632,Variant 6,Low,Performance Issue,Email,10,6,2.0,0,60,9,1,30.466666666666665,32.290280608126444,1.8236139414597794
INC20633,Variant 3,High,Incident,Email,8,5,1.0,0,40,10,0,7.083333333333333,6.791200356742026,0.292132976591307
INC20634,Variant 1,Medium,Feature Request,App,6,3,0.0,0,18,6,0,9.2,9.21966880837935,0.019668808379350367
INC20635,Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,2,0,27.666666666666668,27.564534222875896,0.10213244379077224
INC20636,Variant 1,Low,Service Request,Website,6,3,0.0,0,18,14,0,17.916666666666668,19.153671260076152,1.237004593409484
INC20637,Variant 3,High,Incident,App,8,4,1.0,0,32,7,0,8.333333333333334,6.9323424312570125,1.4009909020763214
INC20639,Variant 7,Medium,Bug,Email,15,9,3.0,0,135,5,0,21.316666666666666,21.208508820346314,0.10815784632035275
INC2064,Variant 4,High,Performance Issue,Email,7,3,1.0,0,21,5,1,8.766666666666667,7.375971494708994,1.390695171957674
INC20641,Variant 1,Low,Service Request,Email,6,3,0.0,0,18,16,1,19.9,19.16543156288157,0.7345684371184298
INC20642,Variant 3,High,Technical Issue,Email,8,5,1.0,0,40,15,0,7.15,7.611529938271604,0.46152993827160405
INC20643,Variant 1,Low,Bug,Website,6,3,0.0,0,18,6,0,17.266666666666666,20.01965691609609,2.7529902494294234
INC20644,Variant 9,Low,Performance Issue,Email,10,4,1.0,0,40,23,1,30.716666666666665,33.21809811207313,2.501431445406464
INC20645,Variant 1,Medium,Incident,Website,6,3,0.0,0,18,0,1,12.033333333333333,10.323054014581091,1.7102793187522423
INC20646,Variant 3,High,Service Request,Website,8,5,1.0,0,40,8,0,5.65,6.255747023809525,0.605747023809525
INC20647,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,22,0,7.6,9.374605960474716,1.774605960474716
INC20648,Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,15,0,16.05,18.933383477887393,2.883383477887392
INC2065,Variant 8,Medium,Incident,Email,10,3,0.0,0,30,23,0,19.966666666666665,18.462790432098764,1.503876234567901
INC20650,Variant 1,Low,Incident,Email,6,3,0.0,0,18,22,0,21.216666666666665,20.17827876827241,1.0383878983942552
INC20652,Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,21,1,9.233333333333333,9.339924589857315,0.10659125652398238
INC20653,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,22,0,9.7,9.87773614656948,0.17773614656948133
INC20654,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,21,0,8.383333333333333,8.961500765129937,0.5781674317966043
INC20655,Variant 6,Medium,Service Request,Email,10,7,2.0,0,70,15,0,13.916666666666666,14.324076795735118,0.4074101290684524
INC20656,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,13,1,14.483333333333333,13.459353515311847,1.0239798180214859
INC20657,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,11,0,7.2,9.214559718097062,2.014559718097062
INC20658,Variant 11,Low,Performance Issue,Email,6,3,0.0,0,18,7,0,23.616666666666667,19.686626198492856,3.930040468173811
INC20659,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,3,0,27.383333333333333,26.78187174445923,0.601461588874102
INC2066,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,17,0,14.966666666666667,13.164667752683766,1.8019989139829011
