Case ID,Variant,Priority,Issue Type,Report Channel,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,Resolution_Time_Hours
INC19603,Variant 3,Medium,Incident,Website,8,6,1.0,0,48,2,0,12.433333333333334
INC19604,Variant 3,Medium,Maintenance,Website,8,6,1.0,0,48,8,0,12.633333333333333
INC19605,Variant 7,Medium,Bug,Website,15,6,3.0,0,90,13,0,24.5
INC19607,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,9,0,19.783333333333335
INC19608,Variant 3,Medium,Service Request,App,8,4,1.0,0,32,0,0,12.333333333333334
INC19609,Variant 1,Low,Bug,Email,6,2,0.0,0,12,10,0,14.05
INC1961,Variant 8,Medium,Feature Request,Website,10,3,0.0,0,30,20,0,19.816666666666666
INC19610,Variant 1,High,Bug,Website,6,3,0.0,0,18,11,0,5.666666666666667
INC19611,Variant 4,Medium,Performance Issue,Website,7,4,1.0,0,28,10,1,12.05
INC19612,Variant 9,Medium,Bug,Website,10,5,1.0,0,50,2,0,14.233333333333333
INC19613,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,17,1,18.533333333333335
INC19614,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,2,1,10.683333333333334
INC19615,Variant 1,Low,Technical Issue,Website,6,2,0.0,0,12,12,0,23.833333333333332
INC19617,Variant 3,Low,Feature Request,Website,8,6,1.0,0,48,14,0,25.833333333333332
INC19618,Variant 4,Low,Bug,Website,7,4,1.0,0,28,6,0,19.683333333333334
INC19619,Variant 7,High,Bug,Email,15,9,3.0,0,135,17,0,11.816666666666666
INC1962,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,0,0,11.083333333333334
INC19620,Variant 5,Medium,Feature Request,Email,12,3,1.0,1,36,16,0,17.666666666666668
INC19621,Variant 3,Low,Service Request,Website,8,5,1.0,0,40,2,1,29.75
INC19622,Variant 8,Low,Incident,Website,10,3,0.0,0,30,14,0,33.15
INC19623,Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,2,0,28.516666666666666
INC19624,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,19,0,15.733333333333333
INC19625,Variant 1,Medium,Incident,App,6,3,0.0,0,18,14,1,8.75
INC19626,Variant 1,Low,Bug,Website,6,3,0.0,0,18,19,0,19.583333333333332
INC19627,Variant 4,Medium,Bug,Website,7,4,1.0,0,28,9,0,14.316666666666666
INC19628,Variant 1,Low,Service Request,Email,6,2,0.0,0,12,0,0,18.933333333333334
INC19629,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,15,0,9.533333333333333
INC1963,Variant 3,Low,Incident,App,8,3,1.0,0,24,14,0,34.916666666666664
INC19630,Variant 1,Low,Bug,Website,6,3,0.0,0,18,11,1,23.616666666666667
INC19631,Variant 1,Low,Maintenance,Website,6,3,0.0,0,18,22,1,21.283333333333335
INC19632,Variant 1,Low,Maintenance,Website,6,3,0.0,0,18,11,0,23.816666666666666
INC19633,Variant 4,Low,Service Request,Website,7,4,1.0,0,28,2,0,22.316666666666666
INC19634,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,4,0,15.883333333333333
INC19635,Variant 1,Low,Incident,Email,6,3,0.0,0,18,5,0,17.033333333333335
INC19636,Variant 1,Medium,Bug,Email,6,2,0.0,0,12,2,1,10.45
INC19637,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,10,0,7.016666666666667
INC19638,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,1,0,8.35
INC19639,Variant 1,Low,Maintenance,Email,6,3,0.0,0,18,16,0,13.866666666666667
INC1964,Variant 1,Low,Bug,Website,6,3,0.0,0,18,9,0,21.666666666666668
INC19640,Variant 4,High,Performance Issue,Phone,7,4,1.0,0,28,4,0,6.85
INC19641,Variant 7,High,Bug,Website,15,7,3.0,0,105,13,0,11.583333333333334
INC19642,Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,20,0,12.883333333333333
INC19643,Variant 5,High,Bug,Website,12,5,1.0,1,60,7,0,9.916666666666666
INC19644,Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,8,0,29.7
INC19645,Variant 1,Medium,Maintenance,Email,6,3,0.0,0,18,12,0,11.166666666666666
INC19646,Variant 3,Low,Maintenance,Website,8,5,1.0,0,40,7,0,28.616666666666667
INC19647,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,7,0,7.9
INC19648,Variant 5,High,Performance Issue,Website,12,5,1.0,1,60,17,0,8.166666666666666
INC19649,Variant 1,Medium,Bug,Phone,6,3,0.0,0,18,20,0,8.383333333333333
INC1965,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,1,0,28.816666666666666
INC19650,Variant 11,Medium,Feature Request,Website,6,3,0.0,0,18,17,0,6.316666666666666
INC19651,Variant 1,High,Bug,Email,6,3,0.0,0,18,22,0,4.25
INC19652,Variant 2,High,Service Request,Email,4,2,0.0,1,8,20,0,1.7
INC19653,Variant 1,Medium,Feature Request,App,6,2,0.0,0,12,3,0,7.05
INC19654,Variant 1,Medium,Service Request,Email,6,3,0.0,0,18,9,0,6.8
INC19655,Variant 6,Low,Performance Issue,App,10,7,2.0,0,70,20,0,35.3
INC19656,Variant 6,High,Maintenance,Email,10,8,2.0,0,80,12,0,5.95
INC19657,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,9,1,14.7
INC19658,Variant 3,Low,Performance Issue,Website,8,3,1.0,0,24,20,0,24.033333333333335
INC19659,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,23,0,6.65
INC1966,Variant 1,Medium,Incident,Website,6,3,0.0,0,18,20,1,9.933333333333334
INC19660,Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,11,0,4.083333333333333
INC19661,Variant 1,Low,Service Request,Email,6,3,0.0,0,18,18,0,22.2
INC19662,Variant 3,High,Feature Request,Website,8,5,1.0,0,40,1,0,7.033333333333333
INC19663,Variant 1,High,Bug,Email,6,3,0.0,0,18,19,1,3.5166666666666666
INC19664,Variant 1,High,Feature Request,Website,6,3,0.0,0,18,20,1,3.7333333333333334
INC19665,Variant 4,Low,Service Request,Email,7,3,1.0,0,21,0,0,24.233333333333334
INC19666,Variant 3,High,Service Request,Website,8,6,1.0,0,48,4,1,7.266666666666667
INC19667,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,12,0,14.083333333333334
INC19668,Variant 10,Low,Performance Issue,Email,6,3,1.0,1,18,14,0,15.566666666666666
INC19669,Variant 4,Medium,Feature Request,Email,7,5,1.0,0,35,2,0,11.4
INC1967,Variant 3,High,Service Request,Email,8,6,1.0,0,48,2,0,6.933333333333334
INC19670,Variant 1,Low,Feature Request,Website,6,2,0.0,0,12,10,1,22.466666666666665
INC19671,Variant 13,Low,Maintenance,Website,11,4,1.0,0,44,16,0,33.483333333333334
INC19672,Variant 6,Medium,Performance Issue,Website,10,7,2.0,0,70,0,0,13.75
INC19673,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,17,0,16.483333333333334
INC19674,Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,12,0,6.333333333333333
INC19675,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,23,0,23.25
INC19676,Variant 1,Low,Bug,Website,6,3,0.0,0,18,17,0,19.383333333333333
INC19677,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,9,1,7.866666666666666
INC19678,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,11,1,9.15
INC19679,Variant 1,Low,Incident,Website,6,3,0.0,0,18,15,0,24.666666666666668
INC1968,Variant 7,Medium,Bug,Email,15,7,3.0,0,105,1,1,19.266666666666666
INC19680,Variant 3,High,Maintenance,Website,8,4,1.0,0,32,11,0,6.466666666666667
INC19681,Variant 1,Low,Bug,Website,6,3,0.0,0,18,0,0,15.633333333333333
INC19682,Variant 1,Low,Service Request,Email,6,2,0.0,0,12,14,0,21.166666666666668
INC19683,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,23,1,8.116666666666667
INC19684,Variant 3,Low,Technical Issue,Phone,8,5,1.0,0,40,8,1,29.883333333333333
INC19685,Variant 11,Medium,Feature Request,Email,6,3,0.0,0,18,14,1,7.95
INC19686,Variant 1,Low,Incident,Email,6,3,0.0,0,18,11,0,16.066666666666666
INC19687,Variant 7,Medium,Bug,Website,15,7,3.0,0,105,17,0,16.133333333333333
INC19688,Variant 1,Medium,Performance Issue,Email,6,2,0.0,0,12,5,0,9.666666666666666
INC19689,Variant 11,Low,Performance Issue,Website,6,2,0.0,0,12,20,0,15.35
INC1969,Variant 10,Low,Feature Request,Website,6,4,1.0,1,24,12,1,19.933333333333334
INC19690,Variant 6,Medium,Feature Request,Website,10,6,2.0,0,60,15,1,14.483333333333333
INC19691,Variant 8,Low,Bug,Website,10,3,0.0,0,30,13,0,35.71666666666667
INC19692,Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,21,0,19.916666666666668
INC19693,Variant 1,Low,Service Request,Website,6,3,0.0,0,18,9,0,20.5
INC19694,Variant 1,Medium,Bug,Phone,6,2,0.0,0,12,5,0,8.85
INC19695,Variant 1,Medium,Feature Request,Website,6,2,0.0,0,12,22,1,7.1
INC19696,Variant 10,Medium,Incident,Website,6,4,1.0,1,24,4,0,11.133333333333333
INC19697,Variant 6,Low,Incident,Website,10,5,2.0,0,50,21,0,30.466666666666665
INC19698,Variant 1,Medium,Maintenance,Website,6,3,0.0,0,18,2,1,9.516666666666667
INC19699,Variant 3,Low,Maintenance,Email,8,4,1.0,0,32,11,0,27.933333333333334
INC1970,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,11,0,15.733333333333333
INC19700,Variant 3,Medium,Incident,App,8,4,1.0,0,32,6,0,13.233333333333333
INC19701,Variant 4,Medium,Service Request,Website,7,5,1.0,0,35,2,0,10.816666666666666
INC19702,Variant 3,High,Incident,Phone,8,5,1.0,0,40,21,0,5.833333333333333
INC19703,Variant 3,Medium,Maintenance,Website,8,5,1.0,0,40,3,0,15.016666666666667
INC19704,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,3,0,11.5
INC19705,Variant 8,Low,Incident,Email,10,3,0.0,0,30,9,0,31.0
INC19706,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,6,0,10.733333333333333
INC19707,Variant 3,Medium,Performance Issue,App,8,5,1.0,0,40,5,0,14.166666666666666
INC19708,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,2,0,14.55
INC19709,Variant 5,Medium,Bug,Website,12,6,1.0,1,72,20,1,19.666666666666668
INC1971,Variant 1,Medium,Incident,Website,6,3,0.0,0,18,22,0,7.166666666666667
INC19710,Variant 12,Medium,Bug,Website,6,3,0.0,0,18,23,0,9.05
INC19711,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,17,0,13.766666666666667
INC19712,Variant 10,Medium,Incident,Website,6,4,1.0,1,24,17,1,8.483333333333333
INC19713,Variant 11,Medium,Bug,Website,6,2,0.0,0,12,17,1,8.75
INC19714,Variant 4,Low,Maintenance,Website,7,3,1.0,0,21,17,0,21.783333333333335
INC19715,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,15,0,13.866666666666667
INC19716,Variant 3,Medium,Service Request,Email,8,4,1.0,0,32,3,0,15.266666666666667
INC19717,Variant 11,Medium,Service Request,Website,6,2,0.0,0,12,9,0,8.1
INC19718,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,18,0,13.333333333333334
INC19719,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,23,0,10.2
INC1972,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,21,0,15.35
INC19720,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,7,0,11.466666666666667
INC19721,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,14,0,11.366666666666667
INC19722,Variant 1,Low,Service Request,Email,6,2,0.0,0,12,19,0,19.866666666666667
INC19723,Variant 10,Medium,Feature Request,Email,6,3,1.0,1,18,16,0,9.35
INC19724,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,19,0,9.133333333333333
INC19725,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,9,1,8.4
INC19726,Variant 5,Medium,Bug,Website,12,5,1.0,1,60,12,0,21.333333333333332
INC19727,Variant 3,Low,Performance Issue,Website,8,3,1.0,0,24,12,1,27.983333333333334
INC19728,Variant 1,High,Service Request,Email,6,2,0.0,0,12,21,0,4.8
INC19729,Variant 3,High,Maintenance,Email,8,4,1.0,0,32,2,0,6.35
INC1973,Variant 1,High,Technical Issue,Phone,6,2,0.0,0,12,3,0,4.733333333333333
INC19730,Variant 4,Low,Technical Issue,Website,7,4,1.0,0,28,12,0,25.15
INC19731,Variant 1,Low,Bug,App,6,3,0.0,0,18,23,0,17.55
INC19732,Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,1,1,12.233333333333333
INC19733,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,18,0,20.45
INC19734,Variant 7,High,Bug,Email,15,9,3.0,0,135,4,0,9.133333333333333
INC19735,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,9,0,34.36666666666667
INC19736,Variant 2,Medium,Technical Issue,Email,4,2,0.0,1,8,18,0,3.2666666666666666
INC19737,Variant 1,Low,Bug,Website,6,3,0.0,0,18,0,1,16.466666666666665
INC19738,Variant 4,Medium,Bug,Email,7,4,1.0,0,28,16,0,9.266666666666667
INC19739,Variant 3,High,Incident,Website,8,4,1.0,0,32,18,0,6.533333333333333
INC1974,Variant 2,Low,Service Request,Email,4,2,0.0,1,8,16,0,11.816666666666666
INC19740,Variant 4,Medium,Bug,Email,7,4,1.0,0,28,9,1,12.983333333333333
INC19741,Variant 1,Low,Incident,Email,6,3,0.0,0,18,9,1,20.7
INC19742,Variant 1,Low,Bug,Website,6,3,0.0,0,18,15,0,18.683333333333334
INC19743,Variant 3,Medium,Incident,App,8,4,1.0,0,32,18,0,14.75
INC19744,Variant 3,High,Feature Request,Email,8,4,1.0,0,32,9,0,7.783333333333333
INC19745,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,14,0,13.266666666666667
INC19746,Variant 2,High,Service Request,Website,4,2,0.0,1,8,6,0,2.533333333333333
INC19747,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,23,0,24.7
INC19748,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,12,1,11.35
INC19749,Variant 7,High,Bug,Website,15,8,3.0,0,120,21,1,11.566666666666666
INC1975,Variant 7,Medium,Bug,Website,15,7,3.0,0,105,0,0,22.883333333333333
INC19750,Variant 3,High,Performance Issue,Email,8,3,1.0,0,24,1,0,5.95
INC19751,Variant 3,Low,Incident,Email,8,5,1.0,0,40,13,0,32.9
INC19752,Variant 8,High,Service Request,Website,10,3,0.0,0,30,20,1,8.866666666666667
INC19753,Variant 6,High,Performance Issue,Email,10,7,2.0,0,70,2,1,7.833333333333333
INC19754,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,2,1,9.916666666666666
INC19755,Variant 4,Medium,Bug,Email,7,3,1.0,0,21,1,0,15.233333333333333
INC19756,Variant 2,Medium,Incident,Email,4,2,0.0,1,8,1,0,4.466666666666667
INC19757,Variant 1,Low,Maintenance,Website,6,3,0.0,0,18,19,0,17.95
INC19758,Variant 3,High,Service Request,Website,8,4,1.0,0,32,20,0,6.333333333333333
INC19759,Variant 1,Medium,Service Request,Email,6,3,0.0,0,18,9,0,8.666666666666666
INC1976,Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,5,0,32.516666666666666
INC19760,Variant 1,Medium,Performance Issue,App,6,3,0.0,0,18,20,0,8.5
INC19761,Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,19,1,19.15
INC19762,Variant 1,High,Service Request,Email,6,3,0.0,0,18,15,1,5.35
INC19763,Variant 3,Medium,Service Request,Website,8,4,1.0,0,32,2,0,16.05
INC19764,Variant 1,Low,Technical Issue,Email,6,3,0.0,0,18,14,1,18.866666666666667
INC19765,Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,11,0,13.25
INC19766,Variant 1,High,Bug,Website,6,3,0.0,0,18,20,1,3.6
INC19767,Variant 2,Medium,Feature Request,Website,4,2,0.0,1,8,23,0,2.8666666666666667
INC19768,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,16,0,10.616666666666667
INC1977,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,13,0,12.15
INC19770,Variant 6,Medium,Maintenance,Email,10,8,2.0,0,80,21,1,15.916666666666666
INC19771,Variant 3,Medium,Performance Issue,App,8,5,1.0,0,40,1,0,11.416666666666666
INC19772,Variant 3,High,Feature Request,Website,8,4,1.0,0,32,9,0,5.05
INC19773,Variant 4,Low,Service Request,Website,7,6,1.0,0,42,14,0,23.716666666666665
INC19774,Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,12,0,5.883333333333334
INC19775,Variant 4,Medium,Service Request,Website,7,4,1.0,0,28,2,1,11.75
INC19776,Variant 6,Medium,Bug,Email,10,7,2.0,0,70,4,0,15.383333333333333
INC19777,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,10,1,34.63333333333333
INC19778,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,21,0,10.316666666666666
INC19779,Variant 1,Low,Feature Request,Website,6,2,0.0,0,12,10,1,18.466666666666665
INC1978,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,13,0,7.283333333333333
INC19780,Variant 3,High,Performance Issue,Email,8,4,1.0,0,32,21,0,6.016666666666667
INC19781,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,15,0,7.883333333333334
INC19782,Variant 3,Medium,Service Request,Website,8,6,1.0,0,48,22,0,16.416666666666668
INC19783,Variant 1,Medium,Service Request,Email,6,3,0.0,0,18,16,0,10.9
INC19784,Variant 1,Medium,Bug,Website,6,2,0.0,0,12,13,0,8.733333333333333
INC19785,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,16,1,16.15
INC19786,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,1,0,15.033333333333333
INC19787,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,14,0,30.783333333333335
INC19788,Variant 3,Medium,Incident,Email,8,4,1.0,0,32,6,0,14.233333333333333
INC19789,Variant 5,Medium,Maintenance,Website,12,6,1.0,1,72,22,1,19.55
INC1979,Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,16,1,7.4
INC19790,Variant 8,Low,Service Request,Email,10,3,0.0,0,30,4,0,35.85
INC19791,Variant 1,High,Feature Request,Email,6,3,0.0,0,18,18,1,6.25
INC19792,Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,11,0,27.5
INC19793,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,18,1,7.466666666666667
INC19794,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,18,1,13.466666666666667
INC19795,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,11,0,27.383333333333333
INC19796,Variant 3,Medium,Service Request,Website,8,4,1.0,0,32,3,0,13.416666666666666
INC19797,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,5,0,16.266666666666666
INC19798,Variant 1,High,Bug,Website,6,3,0.0,0,18,11,1,3.45
INC19799,Variant 3,Low,Service Request,Email,8,4,1.0,0,32,1,0,28.283333333333335
INC1980,Variant 9,High,Bug,Website,10,4,1.0,0,40,20,0,10.1
INC19800,Variant 2,Low,Service Request,Website,4,2,0.0,1,8,14,1,12.983333333333333
INC19801,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,17,0,5.35
INC19802,Variant 4,Low,Incident,Website,7,4,1.0,0,28,0,0,31.133333333333333
INC19803,Variant 1,Low,Service Request,App,6,3,0.0,0,18,20,1,16.3
INC19804,Variant 3,High,Performance Issue,App,8,5,1.0,0,40,3,0,6.483333333333333
INC19805,Variant 3,High,Technical Issue,Email,8,3,1.0,0,24,0,1,8.366666666666667
INC19806,Variant 1,Low,Incident,Website,6,3,0.0,0,18,6,0,22.3
INC19807,Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,10,0,28.416666666666668
INC19808,Variant 1,Medium,Feature Request,App,6,3,0.0,0,18,10,0,9.416666666666666
INC19809,Variant 2,Low,Service Request,Email,4,3,0.0,1,12,19,0,6.25
INC1981,Variant 1,Low,Bug,Website,6,3,0.0,0,18,7,0,18.966666666666665
INC19810,Variant 4,Medium,Performance Issue,Website,7,4,1.0,0,28,22,0,14.733333333333333
INC19811,Variant 1,Low,Bug,Email,6,2,0.0,0,12,11,0,20.183333333333334
INC19812,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,20,0,14.55
INC19813,Variant 4,Medium,Feature Request,Email,7,5,1.0,0,35,18,0,12.2
INC19814,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,4,1,13.616666666666667
INC19815,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,19,0,13.033333333333333
INC19816,Variant 1,Low,Bug,Email,6,2,0.0,0,12,21,0,23.966666666666665
INC19817,Variant 1,Medium,Incident,Website,6,2,0.0,0,12,23,0,9.083333333333334
INC19818,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,8,0,7.916666666666667
INC19819,Variant 1,High,Maintenance,Email,6,3,0.0,0,18,11,1,2.8333333333333335
INC1982,Variant 10,Low,Bug,Website,6,4,1.0,1,24,19,0,18.133333333333333
INC19820,Variant 4,Low,Bug,Phone,7,5,1.0,0,35,12,0,33.666666666666664
INC19821,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,11,0,12.333333333333334
INC19822,Variant 9,Medium,Feature Request,Website,10,5,1.0,0,50,3,1,17.85
INC19823,Variant 6,Low,Feature Request,Email,10,5,2.0,0,50,2,0,30.183333333333334
INC19824,Variant 3,Medium,Feature Request,Website,8,3,1.0,0,24,16,0,10.183333333333334
INC19825,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,14,0,13.916666666666666
INC19826,Variant 1,High,Bug,Website,6,3,0.0,0,18,21,0,5.1
INC19827,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,17,1,16.8
INC19828,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,2,0,26.366666666666667
INC19829,Variant 3,High,Feature Request,Website,8,4,1.0,0,32,21,0,5.8
INC1983,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,0,1,8.283333333333333
INC19830,Variant 1,Low,Incident,Website,6,3,0.0,0,18,4,0,18.233333333333334
INC19831,Variant 3,High,Maintenance,Website,8,4,1.0,0,32,20,1,6.366666666666666
INC19832,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,16,0,10.316666666666666
INC19833,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,23,1,25.65
INC19834,Variant 1,Low,Performance Issue,Website,6,2,0.0,0,12,1,0,19.983333333333334
INC19835,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,10,0,12.283333333333333
INC19836,Variant 3,High,Performance Issue,Email,8,4,1.0,0,32,10,0,6.516666666666667
INC19837,Variant 1,High,Feature Request,Website,6,2,0.0,0,12,12,1,5.55
INC19838,Variant 1,Medium,Bug,Website,6,2,0.0,0,12,22,1,9.15
INC19839,Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,22,0,12.316666666666666
INC1984,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,14,0,13.116666666666667
INC19840,Variant 3,High,Performance Issue,Phone,8,4,1.0,0,32,17,1,6.45
INC19841,Variant 11,Medium,Feature Request,Website,6,3,0.0,0,18,11,0,7.6
INC19842,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,20,0,4.033333333333333
INC19843,Variant 9,Medium,Service Request,Phone,10,5,1.0,0,50,11,0,16.766666666666666
INC19844,Variant 3,Low,Maintenance,Email,8,5,1.0,0,40,13,0,30.866666666666667
INC19845,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,12,0,10.35
INC19846,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,5,0,14.2
INC19847,Variant 6,Low,Bug,Email,10,5,2.0,0,50,11,1,32.65
INC19848,Variant 1,High,Maintenance,Email,6,3,0.0,0,18,4,1,6.45
INC19849,Variant 5,Medium,Service Request,Email,12,4,1.0,1,48,4,0,19.283333333333335
INC1985,Variant 5,Medium,Bug,Website,12,4,1.0,1,48,21,0,19.083333333333332
INC19850,Variant 5,Medium,Feature Request,Email,12,5,1.0,1,60,8,0,17.416666666666668
INC19851,Variant 4,Low,Bug,Website,7,4,1.0,0,28,5,0,26.983333333333334
INC19852,Variant 3,High,Feature Request,Website,8,5,1.0,0,40,10,0,5.75
INC19853,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,5,0,11.9
INC19854,Variant 1,Medium,Service Request,App,6,2,0.0,0,12,15,1,8.333333333333334
INC19855,Variant 1,High,Incident,App,6,3,0.0,0,18,2,0,5.25
INC19856,Variant 1,Low,Bug,Email,6,2,0.0,0,12,4,0,14.183333333333334
INC19857,Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,20,0,12.6
INC19858,Variant 3,High,Incident,Email,8,6,1.0,0,48,14,1,6.4
INC19859,Variant 2,Medium,Feature Request,Email,4,3,0.0,1,12,0,0,3.85
INC1986,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,9,0,7.616666666666666
INC19860,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,7,0,6.333333333333333
INC19861,Variant 3,High,Feature Request,Email,8,5,1.0,0,40,18,1,7.316666666666666
INC19862,Variant 1,Medium,Bug,Website,6,2,0.0,0,12,10,1,10.133333333333333
INC19863,Variant 1,Low,Incident,Website,6,3,0.0,0,18,5,0,17.1
INC19864,Variant 6,Medium,Performance Issue,Website,10,6,2.0,0,60,0,0,16.366666666666667
INC19865,Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,17,0,13.116666666666667
INC19866,Variant 3,Medium,Feature Request,Website,8,3,1.0,0,24,7,0,11.116666666666667
INC19867,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,17,0,11.466666666666667
INC19868,Variant 4,High,Incident,Email,7,6,1.0,0,42,12,0,8.033333333333333
INC19869,Variant 9,High,Performance Issue,Website,10,4,1.0,0,40,0,1,7.25
INC1987,Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,17,0,23.066666666666666
INC19870,Variant 1,Medium,Performance Issue,Email,6,2,0.0,0,12,1,0,8.55
INC19871,Variant 5,Low,Incident,Website,12,5,1.0,1,60,4,1,34.86666666666667
INC19872,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,6,1,14.283333333333333
INC19873,Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,12,0,20.8
INC19874,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,3,0,7.133333333333334
INC19875,Variant 3,Low,Incident,Website,8,4,1.0,0,32,18,0,19.033333333333335
INC19876,Variant 4,Medium,Service Request,Email,7,4,1.0,0,28,0,0,14.183333333333334
INC19877,Variant 3,Low,Feature Request,Email,8,4,1.0,0,32,16,0,26.6
INC19878,Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,2,1,25.733333333333334
INC19879,Variant 3,Medium,Service Request,Email,8,4,1.0,0,32,3,0,14.066666666666666
INC1988,Variant 3,Medium,Incident,Email,8,3,1.0,0,24,1,0,15.466666666666667
INC19880,Variant 7,Medium,Bug,Email,15,7,3.0,0,105,3,1,17.033333333333335
INC19881,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,22,1,13.8
INC19882,Variant 3,Low,Performance Issue,Email,8,3,1.0,0,24,20,0,26.383333333333333
INC19883,Variant 3,Low,Performance Issue,Email,8,6,1.0,0,48,19,0,29.883333333333333
