Case ID,Priority,Issue Type,Report Channel,Variant,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,SLA_Violation,SLA_Risk_Probability,Risk_Level
INC26728,Medium,Performance Issue,Email,Variant 1,6,3,0.0,0,18,12,0,0,0.0,Dusuk
INC26729,High,Bug,Website,Variant 4,7,3,1.0,0,21,14,1,0,0.12423050607538251,Dusuk
INC2673,Low,Incident,Email,Variant 1,6,3,0.0,0,18,13,0,0,0.0,Dusuk
INC26730,Low,Bug,Email,Variant 2,4,3,0.0,1,12,4,1,0,0.0,Dusuk
INC26731,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,3,0,0,0.0019374195212224158,Dusuk
INC26732,Medium,Feature Request,Website,Variant 3,8,4,1.0,0,32,14,0,0,0.0019374195212224158,Dusuk
INC26734,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,14,0,0,0.0019374195212224158,Dusuk
INC26735,Medium,Performance Issue,Website,Variant 1,6,2,0.0,0,12,10,0,0,0.0,Dusuk
INC26736,High,Performance Issue,Email,Variant 5,12,5,1.0,1,60,8,0,1,0.9864974294904166,Yuksek
INC26737,High,Bug,Website,Variant 1,6,2,0.0,0,12,12,1,0,0.0,Dusuk
INC26738,Medium,Performance Issue,Website,Variant 1,6,2,0.0,0,12,14,0,0,0.0,Dusuk
INC26739,Medium,Feature Request,Website,Variant 3,8,6,1.0,0,48,16,0,0,0.0,Dusuk
INC2674,Low,Maintenance,Email,Variant 3,8,5,1.0,0,40,3,0,0,0.01896143103461731,Dusuk
INC26740,Low,Technical Issue,Email,Variant 1,6,3,0.0,0,18,12,0,0,0.0,Dusuk
INC26741,High,Incident,Website,Variant 2,4,3,0.0,1,12,3,0,0,0.0,Dusuk
INC26742,High,Incident,Website,Variant 3,8,4,1.0,0,32,7,0,0,0.2252937759113202,Dusuk
INC26743,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,16,0,0,0.0019374195212224158,Dusuk
INC26744,High,Bug,Website,Variant 4,7,5,1.0,0,35,22,0,0,0.12986299635567722,Dusuk
INC26745,High,Performance Issue,Email,Variant 3,8,3,1.0,0,24,23,0,1,0.09497263584757251,Dusuk
INC26746,Low,Feature Request,Website,Variant 3,8,5,1.0,0,40,17,0,0,0.014423400702140215,Dusuk
INC26747,High,Bug,Email,Variant 1,6,3,0.0,0,18,19,0,0,0.0,Dusuk
INC26748,Medium,Maintenance,Email,Variant 6,10,6,2.0,0,60,13,0,0,0.012804697804302318,Dusuk
INC26749,High,Incident,Website,Variant 3,8,4,1.0,0,32,23,0,1,0.8177787561005139,Yuksek
INC2675,Medium,Feature Request,Email,Variant 3,8,5,1.0,0,40,23,0,0,0.0019374195212224158,Dusuk
INC26750,High,Feature Request,Website,Variant 1,6,3,0.0,0,18,22,0,0,0.0,Dusuk
INC26751,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,3,0,0,0.0019374195212224158,Dusuk
INC26752,High,Performance Issue,Website,Variant 3,8,4,1.0,0,32,0,1,0,0.5603811378795815,Orta
INC26753,High,Incident,Website,Variant 3,8,4,1.0,0,32,7,0,0,0.2252937759113202,Dusuk
INC26754,Low,Bug,Email,Variant 1,6,3,0.0,0,18,15,1,0,0.0,Dusuk
INC26755,Medium,Incident,Website,Variant 4,7,4,1.0,0,28,5,0,0,0.0009036413101953607,Dusuk
INC26756,Low,Feature Request,Website,Variant 1,6,3,0.0,0,18,16,1,0,0.0,Dusuk
INC26757,Medium,Technical Issue,Website,Variant 3,8,5,1.0,0,40,3,0,0,0.0,Dusuk
INC26758,Medium,Performance Issue,Email,Variant 2,4,3,0.0,1,12,20,0,0,0.0,Dusuk
INC26759,High,Service Request,Email,Variant 11,6,3,0.0,0,18,20,0,0,0.0,Dusuk
INC2676,High,Maintenance,Phone,Variant 1,6,3,0.0,0,18,6,0,0,0.0,Dusuk
INC26760,Medium,Feature Request,Email,Variant 3,8,6,1.0,0,48,10,0,0,0.0,Dusuk
INC26761,Low,Bug,Website,Variant 4,7,6,1.0,0,42,6,0,0,0.010363839657746643,Dusuk
INC26762,Medium,Bug,Email,Variant 7,15,7,3.0,0,105,2,0,0,0.4937290529719575,Orta
INC26763,Low,Bug,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC26764,Low,Incident,App,Variant 1,6,2,0.0,0,12,15,0,0,0.0,Dusuk
INC26765,Medium,Feature Request,Website,Variant 3,8,4,1.0,0,32,20,0,0,0.0019374195212224158,Dusuk
INC26766,Medium,Performance Issue,Email,Variant 3,8,3,1.0,0,24,15,1,0,0.006053705126991291,Dusuk
INC26767,High,Performance Issue,Website,Variant 3,8,5,1.0,0,40,6,1,0,0.16632557006997076,Dusuk
INC26768,Low,Feature Request,Website,Variant 1,6,3,0.0,0,18,12,0,0,0.0,Dusuk
INC26769,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,19,1,0,0.0,Dusuk
INC2677,Medium,Bug,Website,Variant 1,6,2,0.0,0,12,18,0,0,0.0,Dusuk
INC26770,High,Performance Issue,Email,Variant 3,8,3,1.0,0,24,6,0,0,0.18819496137821382,Dusuk
INC26771,Medium,Feature Request,Website,Variant 1,6,3,0.0,0,18,9,0,0,0.0,Dusuk
INC26772,High,Bug,Email,Variant 1,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC26773,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,4,0,0,0.0019374195212224158,Dusuk
INC26774,Low,Technical Issue,Email,Variant 1,6,3,0.0,0,18,7,0,0,0.0,Dusuk
INC26775,High,Bug,Email,Variant 11,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC26776,Medium,Bug,Website,Variant 9,10,4,1.0,0,40,20,0,0,0.06614806548664064,Dusuk
INC26777,Medium,Bug,Email,Variant 1,6,2,0.0,0,12,19,0,0,0.0,Dusuk
INC26778,Medium,Service Request,Email,Variant 8,10,3,0.0,0,30,15,1,0,0.0671919507951126,Dusuk
INC26779,Medium,Bug,Website,Variant 7,15,8,3.0,0,120,11,0,0,0.1121540882016924,Dusuk
INC2678,High,Performance Issue,Website,Variant 3,8,4,1.0,0,32,0,0,0,0.16715616908582734,Dusuk
INC26780,High,Performance Issue,Email,Variant 3,8,5,1.0,0,40,8,0,0,0.5285906060309565,Orta
INC26781,Low,Incident,Website,Variant 3,8,4,1.0,0,32,18,0,0,0.004521359155421938,Dusuk
INC26782,Low,Performance Issue,Email,Variant 3,8,5,1.0,0,40,0,0,0,0.01766465184030635,Dusuk
INC26783,Low,Service Request,Phone,Variant 1,6,2,0.0,0,12,11,0,0,0.0,Dusuk
INC26784,Medium,Bug,Website,Variant 1,6,2,0.0,0,12,8,1,0,0.0,Dusuk
INC26785,Medium,Service Request,Website,Variant 1,6,3,0.0,0,18,11,0,0,0.0,Dusuk
INC26786,Medium,Incident,Website,Variant 3,8,5,1.0,0,40,19,0,0,0.0019374195212224158,Dusuk
INC26787,Medium,Feature Request,Email,Variant 6,10,7,2.0,0,70,21,0,0,0.009617433891138732,Dusuk
INC26788,Medium,Service Request,App,Variant 1,6,3,0.0,0,18,15,0,0,0.0,Dusuk
INC26789,Medium,Bug,Website,Variant 1,6,2,0.0,0,12,18,1,0,0.0,Dusuk
INC2679,High,Performance Issue,App,Variant 3,8,4,1.0,0,32,2,1,0,0.3549774375569843,Dusuk
INC26791,Medium,Feature Request,App,Variant 1,6,3,0.0,0,18,20,0,0,0.0,Dusuk
INC26792,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,3,0,0,0.0,Dusuk
INC26793,Medium,Maintenance,Website,Variant 3,8,5,1.0,0,40,22,1,0,0.0,Dusuk
INC26794,Medium,Incident,Email,Variant 1,6,2,0.0,0,12,6,0,0,0.0,Dusuk
INC26795,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,8,1,0,0.0,Dusuk
INC26796,High,Service Request,App,Variant 3,8,5,1.0,0,40,15,1,0,0.35414651408273096,Dusuk
INC26797,Medium,Feature Request,App,Variant 4,7,5,1.0,0,35,17,0,0,0.0044453686200378074,Dusuk
INC26798,Low,Technical Issue,Website,Variant 1,6,3,0.0,0,18,0,1,0,0.0,Dusuk
INC26799,Medium,Bug,Website,Variant 7,15,7,3.0,0,105,2,0,0,0.8891163376847467,Yuksek
INC2680,Medium,Bug,App,Variant 8,10,3,0.0,0,30,12,0,0,0.034035667569177114,Dusuk
INC26800,Medium,Bug,Website,Variant 9,10,5,1.0,0,50,3,0,0,0.027908969526834363,Dusuk
INC26801,Medium,Feature Request,Email,Variant 3,8,3,1.0,0,24,2,0,0,0.0019374195212224158,Dusuk
INC26802,Low,Feature Request,Phone,Variant 3,8,4,1.0,0,32,20,0,0,0.016922864543602888,Dusuk
INC26803,Low,Bug,Website,Variant 1,6,3,0.0,0,18,15,1,0,0.0,Dusuk
INC26804,High,Maintenance,Website,Variant 11,6,3,0.0,0,18,1,0,0,0.0,Dusuk
INC26805,Low,Feature Request,Website,Variant 3,8,4,1.0,0,32,8,0,0,0.0,Dusuk
INC26806,Medium,Bug,Email,Variant 1,6,2,0.0,0,12,12,0,0,0.0,Dusuk
INC26807,Medium,Bug,Website,Variant 7,15,8,3.0,0,120,14,0,0,0.07238642672327947,Dusuk
INC26808,Medium,Service Request,Website,Variant 1,6,2,0.0,0,12,21,1,0,0.0,Dusuk
INC26809,Medium,Feature Request,Email,Variant 3,8,5,1.0,0,40,4,1,0,0.002938049338139297,Dusuk
INC2681,Medium,Incident,Phone,Variant 3,8,4,1.0,0,32,19,0,0,0.04742466611537286,Dusuk
INC26810,Medium,Bug,Phone,Variant 7,15,8,3.0,0,120,6,0,0,0.17030096977208767,Dusuk
INC26811,Low,Feature Request,Phone,Variant 3,8,4,1.0,0,32,0,0,0,0.019387294382100947,Dusuk
INC26812,Low,Bug,App,Variant 9,10,5,1.0,0,50,14,0,0,0.08249731514472573,Dusuk
INC26813,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,11,0,0,0.0019374195212224158,Dusuk
INC26814,Low,Feature Request,Website,Variant 3,8,3,1.0,0,24,16,0,0,0.0023785730180243946,Dusuk
INC26815,Medium,Performance Issue,Website,Variant 3,8,6,1.0,0,48,22,1,0,0.0,Dusuk
INC26816,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,9,0,0,0.0,Dusuk
INC26817,Medium,Service Request,Email,Variant 3,8,3,1.0,0,24,23,0,0,0.0019374195212224158,Dusuk
INC26818,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,7,0,0,0.0019374195212224158,Dusuk
INC26819,Medium,Technical Issue,Website,Variant 2,4,2,0.0,1,8,15,1,0,0.0,Dusuk
INC2682,Low,Service Request,Email,Variant 3,8,5,1.0,0,40,22,0,0,0.0028996658405159165,Dusuk
INC26820,Medium,Service Request,Email,Variant 1,6,2,0.0,0,12,0,1,0,0.0,Dusuk
INC26821,Medium,Technical Issue,Email,Variant 3,8,5,1.0,0,40,7,1,0,0.0,Dusuk
INC26822,High,Performance Issue,Website,Variant 3,8,3,1.0,0,24,21,0,0,0.7678297620191239,Yuksek
INC26823,Medium,Bug,Website,Variant 8,10,2,0.0,0,20,13,0,0,0.05418656612638478,Dusuk
INC26824,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,21,0,0,0.0,Dusuk
INC26825,Medium,Service Request,Email,Variant 1,6,3,0.0,0,18,23,1,0,0.0,Dusuk
INC26826,Medium,Service Request,Website,Variant 4,7,5,1.0,0,35,4,1,0,0.012179991389005823,Dusuk
INC26827,Low,Maintenance,Email,Variant 3,8,5,1.0,0,40,15,0,0,0.004589560520285792,Dusuk
INC26828,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,0,0,0,0.0,Dusuk
INC26829,Medium,Technical Issue,Website,Variant 3,8,5,1.0,0,40,21,0,0,0.04012140328682589,Dusuk
INC2683,High,Performance Issue,Website,Variant 3,8,4,1.0,0,32,19,0,1,0.9445640249050029,Yuksek
INC26830,Medium,Performance Issue,Email,Variant 3,8,4,1.0,0,32,14,0,0,0.0019374195212224158,Dusuk
INC26831,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC26832,High,Feature Request,Email,Variant 3,8,4,1.0,0,32,6,1,0,0.10354764830770848,Dusuk
INC26833,Medium,Incident,Email,Variant 1,6,3,0.0,0,18,23,0,0,0.0,Dusuk
INC26834,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,17,1,0,0.0,Dusuk
INC26835,Low,Bug,Email,Variant 1,6,3,0.0,0,18,13,0,0,0.0,Dusuk
INC26836,Low,Incident,Email,Variant 13,11,5,1.0,0,55,1,0,0,0.16213572020886846,Dusuk
INC26837,Low,Incident,Website,Variant 3,8,5,1.0,0,40,11,0,0,0.0,Dusuk
INC26838,Low,Bug,Email,Variant 5,12,4,1.0,1,48,6,1,0,0.07440823715918163,Dusuk
INC26839,Medium,Service Request,Email,Variant 5,12,5,1.0,1,60,1,1,0,0.04365367879035433,Dusuk
INC26840,Medium,Incident,Email,Variant 3,8,3,1.0,0,24,21,1,0,0.007618295956470125,Dusuk
INC26841,Low,Performance Issue,Website,Variant 3,8,3,1.0,0,24,17,0,0,0.00920209878075013,Dusuk
INC26842,Medium,Performance Issue,Website,Variant 4,7,3,1.0,0,21,13,1,0,0.01552149775375038,Dusuk
INC26843,Medium,Performance Issue,Website,Variant 6,10,5,2.0,0,50,15,0,0,0.024367556386709784,Dusuk
INC26844,High,Feature Request,App,Variant 1,6,3,0.0,0,18,15,1,0,0.0,Dusuk
INC26845,Low,Performance Issue,Email,Variant 3,8,5,1.0,0,40,18,1,0,0.0032453767595914994,Dusuk
INC26846,Low,Feature Request,Website,Variant 8,10,3,0.0,0,30,2,0,0,0.07911295974065057,Dusuk
INC26847,Low,Performance Issue,Website,Variant 1,6,3,0.0,0,18,7,1,0,0.0,Dusuk
INC26848,Medium,Service Request,App,Variant 13,11,6,1.0,0,66,23,0,0,0.07180358917782305,Dusuk
INC26849,Medium,Technical Issue,Email,Variant 3,8,4,1.0,0,32,0,0,0,0.008140763765737517,Dusuk
INC2685,Low,Service Request,Email,Variant 1,6,3,0.0,0,18,2,0,0,0.0,Dusuk
INC26850,Medium,Service Request,Email,Variant 3,8,5,1.0,0,40,18,1,0,0.0034971149842365117,Dusuk
INC26851,Medium,Incident,Website,Variant 3,8,5,1.0,0,40,16,1,0,0.0,Dusuk
INC26852,Low,Bug,Email,Variant 8,10,3,0.0,0,30,20,0,0,0.06934670778292377,Dusuk
INC26853,Low,Performance Issue,App,Variant 3,8,4,1.0,0,32,3,0,0,0.0,Dusuk
INC26854,Medium,Performance Issue,Email,Variant 3,8,6,1.0,0,48,15,1,0,0.0,Dusuk
INC26855,High,Performance Issue,Website,Variant 3,8,4,1.0,0,32,7,0,1,0.7804211830407698,Yuksek
INC26856,High,Feature Request,Website,Variant 1,6,3,0.0,0,18,5,0,0,0.0,Dusuk
INC26857,Low,Service Request,Website,Variant 3,8,5,1.0,0,40,16,0,0,0.0,Dusuk
INC26858,Medium,Maintenance,Website,Variant 1,6,3,0.0,0,18,14,0,0,0.0,Dusuk
INC26859,Low,Performance Issue,Website,Variant 1,6,2,0.0,0,12,11,1,0,0.0,Dusuk
INC2686,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,0,1,0,0.0,Dusuk
INC26860,Medium,Feature Request,Website,Variant 3,8,5,1.0,0,40,10,0,0,0.0019374195212224158,Dusuk
INC26861,High,Feature Request,Website,Variant 4,7,4,1.0,0,28,10,0,0,0.014076203964318166,Dusuk
INC26862,High,Feature Request,Website,Variant 3,8,5,1.0,0,40,22,0,0,0.05209169873410522,Dusuk
INC26863,High,Incident,App,Variant 3,8,5,1.0,0,40,11,0,0,0.3438090395087821,Dusuk
INC26864,Medium,Technical Issue,Email,Variant 3,8,5,1.0,0,40,7,1,0,0.0,Dusuk
INC26865,Low,Technical Issue,Website,Variant 1,6,3,0.0,0,18,19,0,0,0.0,Dusuk
INC26866,Low,Performance Issue,Email,Variant 1,6,2,0.0,0,12,23,0,0,0.0,Dusuk
INC26867,Medium,Service Request,Email,Variant 3,8,4,1.0,0,32,21,0,0,0.0019374195212224158,Dusuk
INC26868,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,23,0,0,0.0,Dusuk
INC2687,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,15,0,0,0.0019374195212224158,Dusuk
INC26870,Low,Feature Request,Website,Variant 3,8,6,1.0,0,48,21,0,0,0.005091405478921389,Dusuk
INC26871,Low,Bug,Email,Variant 2,4,3,0.0,1,12,23,1,0,0.0,Dusuk
INC26872,High,Bug,Website,Variant 1,6,2,0.0,0,12,23,0,0,0.0,Dusuk
INC26873,Low,Bug,Email,Variant 1,6,2,0.0,0,12,7,0,0,0.0,Dusuk
INC26874,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,21,0,0,0.003379340447348188,Dusuk
INC26875,Low,Feature Request,Website,Variant 1,6,2,0.0,0,12,22,0,0,0.0,Dusuk
INC26876,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,12,1,0,0.0,Dusuk
INC26877,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,15,0,0,0.0,Dusuk
INC26878,Low,Service Request,Phone,Variant 3,8,5,1.0,0,40,3,0,0,0.02131634587107647,Dusuk
INC26879,Medium,Performance Issue,Email,Variant 9,10,4,1.0,0,40,4,1,0,0.05558622432077007,Dusuk
INC2688,Medium,Incident,Website,Variant 1,6,2,0.0,0,12,12,0,0,0.0,Dusuk
INC26881,Medium,Performance Issue,Website,Variant 1,6,2,0.0,0,12,20,0,0,0.0,Dusuk
INC26883,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,4,0,0,0.0,Dusuk
INC26884,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,13,0,0,0.0,Dusuk
INC26885,Medium,Service Request,Website,Variant 1,6,3,0.0,0,18,5,0,0,0.0,Dusuk
INC26886,Medium,Feature Request,Website,Variant 6,10,5,2.0,0,50,2,0,0,0.06347505124868456,Dusuk
INC26887,Medium,Service Request,Website,Variant 3,8,4,1.0,0,32,17,0,0,0.0019374195212224158,Dusuk
INC26888,Medium,Feature Request,App,Variant 3,8,4,1.0,0,32,15,0,0,0.0019374195212224158,Dusuk
INC26889,Medium,Feature Request,Website,Variant 2,4,2,0.0,1,8,19,1,0,0.0,Dusuk
INC2689,High,Service Request,Website,Variant 4,7,4,1.0,0,28,5,0,0,0.1426746117569243,Dusuk
INC26890,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,1,1,0,0.0,Dusuk
INC26891,High,Service Request,Website,Variant 3,8,5,1.0,0,40,0,0,1,0.049978658426075795,Dusuk
INC26892,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,4,0,0,0.0019374195212224158,Dusuk
INC26893,Medium,Performance Issue,Website,Variant 1,6,2,0.0,0,12,7,1,0,0.0,Dusuk
INC26894,Low,Performance Issue,Email,Variant 3,8,4,1.0,0,32,19,0,0,0.0,Dusuk
INC26895,Low,Feature Request,Email,Variant 1,6,2,0.0,0,12,13,0,0,0.0,Dusuk
INC26896,High,Incident,Website,Variant 3,8,4,1.0,0,32,12,0,0,0.6854027259774185,Orta
INC26897,High,Bug,App,Variant 12,6,3,0.0,0,18,0,0,0,0.0,Dusuk
INC26898,Low,Bug,Website,Variant 4,7,4,1.0,0,28,9,0,0,0.007071206403389481,Dusuk
INC26899,Low,Bug,Email,Variant 1,6,3,0.0,0,18,19,0,0,0.0,Dusuk
INC2690,Low,Bug,Email,Variant 1,6,3,0.0,0,18,22,0,0,0.0,Dusuk
INC26900,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,12,1,0,0.0,Dusuk
INC26902,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,10,0,0,0.0019374195212224158,Dusuk
INC26903,Low,Incident,Email,Variant 1,6,2,0.0,0,12,10,0,0,0.0,Dusuk
INC26904,Medium,Bug,Email,Variant 4,7,5,1.0,0,35,13,1,0,0.010621756024936762,Dusuk
INC26905,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,2,1,0,0.01109751339384466,Dusuk
INC26906,Low,Bug,Email,Variant 1,6,3,0.0,0,18,23,0,0,0.0,Dusuk
INC26907,Medium,Feature Request,Website,Variant 5,12,4,1.0,1,48,2,0,0,0.056542634679024276,Dusuk
INC26908,High,Performance Issue,Email,Variant 3,8,5,1.0,0,40,17,1,1,0.17146959831930406,Dusuk
INC26909,Low,Incident,Website,Variant 3,8,6,1.0,0,48,2,0,0,0.010555459355987298,Dusuk
INC2691,Low,Feature Request,Email,Variant 3,8,5,1.0,0,40,3,1,0,0.01772548925811662,Dusuk
INC26910,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,3,0,0,0.0,Dusuk
INC26911,Medium,Feature Request,Email,Variant 3,8,3,1.0,0,24,13,0,0,0.0019374195212224158,Dusuk
INC26912,Low,Feature Request,Email,Variant 3,8,4,1.0,0,32,16,0,0,0.0,Dusuk
INC26913,Medium,Service Request,Email,Variant 3,8,6,1.0,0,48,2,0,0,0.02130107095212746,Dusuk
INC26914,Medium,Bug,Email,Variant 7,15,7,3.0,0,105,17,0,0,0.43194385293113136,Orta
INC26915,Medium,Feature Request,Website,Variant 3,8,6,1.0,0,48,23,0,0,0.0,Dusuk
INC26916,Low,Feature Request,Email,Variant 3,8,5,1.0,0,40,1,1,0,0.013609309490134041,Dusuk
INC26917,High,Feature Request,Email,Variant 3,8,4,1.0,0,32,0,0,0,0.04334966878596461,Dusuk
INC26918,Low,Bug,Website,Variant 1,6,3,0.0,0,18,23,0,0,0.0,Dusuk
INC26919,Low,Feature Request,Website,Variant 3,8,3,1.0,0,24,20,1,0,0.03689425585735866,Dusuk
INC2692,Low,Service Request,Email,Variant 1,6,3,0.0,0,18,1,0,0,0.0,Dusuk
INC26920,Low,Technical Issue,Website,Variant 1,6,2,0.0,0,12,5,0,0,0.0,Dusuk
INC26921,High,Feature Request,Email,Variant 3,8,4,1.0,0,32,6,1,0,0.10354764830770848,Dusuk
INC26922,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,23,0,0,0.0,Dusuk
INC26923,High,Performance Issue,Email,Variant 3,8,4,1.0,0,32,12,0,0,0.1652304638160804,Dusuk
INC26924,Medium,Feature Request,Email,Variant 8,10,2,0.0,0,20,5,0,0,0.07691602685087781,Dusuk
INC26925,High,Feature Request,App,Variant 4,7,3,1.0,0,21,20,0,0,0.06714116389784489,Dusuk
INC26926,High,Incident,Email,Variant 3,8,4,1.0,0,32,17,0,0,0.292185256793821,Dusuk
INC26927,Medium,Maintenance,Email,Variant 1,6,2,0.0,0,12,13,0,0,0.0,Dusuk
INC26928,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,18,0,0,0.0019374195212224158,Dusuk
INC2693,Medium,Feature Request,Email,Variant 1,6,2,0.0,0,12,2,0,0,0.0,Dusuk
INC26930,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC26931,Medium,Service Request,Website,Variant 3,8,3,1.0,0,24,5,0,0,0.0019374195212224158,Dusuk
INC26932,Medium,Performance Issue,Website,Variant 4,7,3,1.0,0,21,2,0,0,0.006880035629881935,Dusuk
INC26933,High,Feature Request,Website,Variant 3,8,4,1.0,0,32,16,0,1,0.586869457766036,Orta
INC26934,Low,Feature Request,Email,Variant 4,7,4,1.0,0,28,20,1,0,0.0,Dusuk
INC26935,Medium,Maintenance,Website,Variant 3,8,5,1.0,0,40,6,1,0,0.0,Dusuk
INC26936,Medium,Service Request,Email,Variant 1,6,2,0.0,0,12,9,0,0,0.0,Dusuk
INC26937,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,2,1,0,0.002938049338139297,Dusuk
INC26938,Low,Bug,Email,Variant 1,6,2,0.0,0,12,4,1,0,0.0,Dusuk
INC26939,Low,Service Request,Email,Variant 4,7,4,1.0,0,28,1,1,0,0.011804103646712017,Dusuk
INC2694,Low,Performance Issue,Email,Variant 3,8,5,1.0,0,40,20,0,0,0.005895776947573908,Dusuk
INC26940,High,Bug,Email,Variant 2,4,3,0.0,1,12,22,1,0,0.0,Dusuk
INC26941,Low,Bug,Website,Variant 1,6,3,0.0,0,18,6,0,0,0.0,Dusuk
INC26942,High,Incident,Website,Variant 3,8,3,1.0,0,24,9,0,0,0.10473578710586891,Dusuk
INC26943,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,4,1,0,0.002938049338139297,Dusuk
INC26944,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,11,0,0,0.0,Dusuk
INC26945,Medium,Performance Issue,Phone,Variant 4,7,5,1.0,0,35,19,1,0,0.0037911910749983905,Dusuk
INC26946,Low,Performance Issue,Email,Variant 1,6,3,0.0,0,18,21,0,0,0.0,Dusuk
INC26947,Medium,Feature Request,Website,Variant 2,4,2,0.0,1,8,8,0,0,0.0,Dusuk
INC26948,Medium,Bug,Email,Variant 11,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC26949,Medium,Service Request,Website,Variant 1,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC2695,Low,Performance Issue,Email,Variant 1,6,3,0.0,0,18,17,1,0,0.0,Dusuk
INC26950,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,7,0,0,0.0,Dusuk
INC26951,Medium,Performance Issue,Email,Variant 4,7,4,1.0,0,28,0,0,0,0.025516770829844684,Dusuk
INC26952,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,1,0,0,0.0,Dusuk
INC26953,Medium,Incident,Website,Variant 3,8,4,1.0,0,32,6,0,0,0.0019374195212224158,Dusuk
INC26954,Low,Feature Request,Website,Variant 3,8,4,1.0,0,32,12,1,0,0.0028009421728076083,Dusuk
INC26955,High,Performance Issue,Email,Variant 3,8,5,1.0,0,40,17,0,0,0.03879329948517485,Dusuk
INC26956,Medium,Performance Issue,Email,Variant 1,6,3,0.0,0,18,6,0,0,0.0,Dusuk
INC26957,High,Performance Issue,Website,Variant 1,6,2,0.0,0,12,0,0,0,0.0,Dusuk
INC26958,Low,Performance Issue,Website,Variant 13,11,6,1.0,0,66,20,1,0,0.10728817103076332,Dusuk
INC26959,Low,Feature Request,Website,Variant 1,6,3,0.0,0,18,23,0,0,0.0,Dusuk
INC2696,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,0,1,0,0.0,Dusuk
INC26960,Medium,Incident,Website,Variant 5,12,4,1.0,1,48,2,1,0,0.06221842912767118,Dusuk
INC26961,Medium,Service Request,Website,Variant 2,4,3,0.0,1,12,9,0,0,0.0,Dusuk
INC26963,High,Incident,Website,Variant 3,8,5,1.0,0,40,17,1,0,0.21625591763435317,Dusuk
INC26964,Low,Service Request,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC26965,Medium,Bug,Email,Variant 4,7,4,1.0,0,28,18,0,0,0.0,Dusuk
INC26966,High,Bug,Website,Variant 1,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC26967,Medium,Service Request,Website,Variant 3,8,4,1.0,0,32,23,0,0,0.0019374195212224158,Dusuk
INC26968,Medium,Technical Issue,Email,Variant 10,6,3,1.0,1,18,19,0,0,0.0,Dusuk
INC26969,Medium,Bug,Website,Variant 1,6,2,0.0,0,12,13,0,0,0.0,Dusuk
INC2697,Low,Technical Issue,Website,Variant 6,10,5,2.0,0,50,1,1,0,0.048421918615173636,Dusuk
INC26970,Low,Performance Issue,Website,Variant 3,8,6,1.0,0,48,23,0,0,0.01389264145733002,Dusuk
